date,category,name,change,percentage
2010-02-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5470,0.0033,0.0066
2010-02-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5650,0.0068,0.0068
2010-02-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5730,0.0038,0.0038
2010-02-01,DirectX 11 GPUs,ATI Radeon HD 5450,0.0042,0.0042
2010-02-01,DirectX 11 GPUs,ATI Radeon HD 5600 Series,0.0099,0.0099
2010-02-01,DirectX 11 GPUs,ATI Radeon HD 5700 Series,-0.0192,0.4385
2010-02-01,DirectX 11 GPUs,ATI Radeon HD 5800 Series,-0.0085,0.499
2010-02-01,DirectX 11 GPUs,ATI Radeon HD 5900 Series,0.0014,0.0256
2010-02-01,DirectX 11 GPUs,Other,-0.0017,0.0056
2010-03-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5470,0.0106,0.0139
2010-03-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5650,0.0132,0.0132
2010-03-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5730,0.0061,0.0061
2010-03-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5800 Series,0.0032,0.0032
2010-03-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5870,0.0042,0.0042
2010-03-01,DirectX 11 GPUs,ATI Radeon HD 5450,0.0071,0.0071
2010-03-01,DirectX 11 GPUs,ATI Radeon HD 5500 Series,0.0034,0.0034
2010-03-01,DirectX 11 GPUs,ATI Radeon HD 5600 Series,0.0172,0.0172
2010-03-01,DirectX 11 GPUs,ATI Radeon HD 5700 Series,-0.0124,0.4453
2010-03-01,DirectX 11 GPUs,ATI Radeon HD 5800 Series,-0.0507,0.4568
2010-03-01,DirectX 11 GPUs,ATI Radeon HD 5900 Series,0.0056,0.0298
2010-03-01,DirectX 11 GPUs,Other,-0.0027,0.0029
2010-05-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5470,0.0056,0.0225
2010-05-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5650,0.0075,0.0268
2010-05-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5730,-0.0018,0.0061
2010-05-01,DirectX 11 GPUs,ATI Mobility Radeon HD 5870,0.0043,0.016
2010-05-01,DirectX 11 GPUs,ATI Radeon HD 5450,0.0023,0.0154
2010-05-01,DirectX 11 GPUs,ATI Radeon HD 5500 Series,0.0018,0.0072
2010-05-01,DirectX 11 GPUs,ATI Radeon HD 5600 Series,0.0016,0.0275
2010-05-01,DirectX 11 GPUs,ATI Radeon HD 5700 Series,-0.032,0.4026
2010-05-01,DirectX 11 GPUs,ATI Radeon HD 5800 Series,-0.0071,0.4114
2010-05-01,DirectX 11 GPUs,ATI Radeon HD 5900 Series,-0.003,0.0291
2010-05-01,DirectX 11 GPUs,NVIDIA GeForce GTX 470,0.0091,0.0156
2010-05-01,DirectX 11 GPUs,NVIDIA GeForce GTX 480,0.0117,0.0161
2010-05-01,DirectX 11 GPUs,Other,0.0035,0.0036
